Nome do Veэculo;;Nome da Conta;;Data do Recebimento;;Data da Posiчуo;Posiчуo;Igniчуo;Latitude;Longitude;;Aчуo;;Velocidade;Nэvel da Bateria (%);;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:21:45;;09/02/2024 08:01:59;"12,64 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 46'' Sul;60А 30' 27'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:55;;09/02/2024 08:01:59;"12,64 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 46'' Sul;60А 30' 27'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:43:25;;09/02/2024 07:59:57;"12,72 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 45'' Sul;60А 30' 24'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:55;;09/02/2024 07:58:00;"12,79 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 43'' Sul;60А 30' 21'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:55;;09/02/2024 07:55:59;"12,86 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 42'' Sul;60А 30' 19'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:55;;09/02/2024 07:53:58;"12,95 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 44'' Sul;60А 30' 16'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:55;;09/02/2024 07:51:57;"13,00 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 42'' Sul;60А 30' 14'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:55:06;;09/02/2024 07:49:57;"13,01 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 38'' Sul;60А 30' 14'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:49:01;"13,01 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 37'' Sul;60А 30' 14'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:46:59;"12,98 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 33'' Sul;60А 30' 14'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:42:35;;09/02/2024 07:44:58;"12,92 Km E De MANACAPURU, AM, 5,0 Km/h";Ligada;03А 18' 29'' Sul;60А 30' 16'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:43:01;"12,87 Km E De MANACAPURU, AM, 0,0 Km/h";Ligada;03А 18' 26'' Sul;60А 30' 17'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:41:00;"12,88 Km E De MANACAPURU, AM, 1,0 Km/h";Ligada;03А 18' 27'' Sul;60А 30' 17'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:38:59;"12,90 Km E De MANACAPURU, AM, 0,0 Km/h";Ligada;03А 18' 27'' Sul;60А 30' 16'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:36:58;"12,94 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 28'' Sul;60А 30' 15'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:55:06;;09/02/2024 07:34:57;"13,00 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 30'' Sul;60А 30' 13'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:34:01;"13,03 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 31'' Sul;60А 30' 13'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:31:59;"13,09 Km E De MANACAPURU, AM, 1,0 Km/h";Ligada;03А 18' 31'' Sul;60А 30' 11'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:42:35;;09/02/2024 07:29:58;"13,16 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 32'' Sul;60А 30' 08'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 11:20:05;;09/02/2024 07:28:01;"13,23 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 35'' Sul;60А 30' 06'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:35:05;;09/02/2024 07:28:01;"13,23 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 35'' Sul;60А 30' 06'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:35:05;;09/02/2024 07:26:00;"13,31 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 38'' Sul;60А 30' 04'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:35:05;;09/02/2024 07:23:59;"13,39 Km E De MANACAPURU, AM, 3,0 Km/h";Ligada;03А 18' 41'' Sul;60А 30' 02'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:35:05;;09/02/2024 07:21:58;"13,48 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 42'' Sul;60А 29' 59'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:54:15;;09/02/2024 07:19:57;"13,56 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 42'' Sul;60А 29' 56'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:19:00;"13,60 Km E De MANACAPURU, AM, 2,0 Km/h";Ligada;03А 18' 43'' Sul;60А 29' 55'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:16:58;"13,57 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 43'' Sul;60А 29' 52'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:14:57;"13,54 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 43'' Sul;60А 29' 50'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:13:00;"13,51 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 44'' Sul;60А 29' 47'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:10:59;"13,47 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 44'' Sul;60А 29' 44'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:08:58;"13,46 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 44'' Sul;60А 29' 41'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:06:57;"13,44 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 43'' Sul;60А 29' 38'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:55:55;;09/02/2024 07:04:56;"13,38 Km NNO De MANAQUIRI, AM, 3,0 Km/h";Ligada;03А 18' 44'' Sul;60А 29' 35'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:03:59;"13,35 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 45'' Sul;60А 29' 34'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 07:01:58;"13,33 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 45'' Sul;60А 29' 32'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 06:59:57;"13,32 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 45'' Sul;60А 29' 30'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:34:15;;09/02/2024 06:58:00;"13,36 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 43'' Sul;60А 29' 28'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:33:25;;09/02/2024 06:55:59;"13,40 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 42'' Sul;60А 29' 28'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:33:25;;09/02/2024 06:53:58;"13,38 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 42'' Sul;60А 29' 27'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:33:25;;09/02/2024 06:51:57;"13,37 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 42'' Sul;60А 29' 27'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:52:35;;09/02/2024 06:49:57;"13,37 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 42'' Sul;60А 29' 26'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:49:01;"13,39 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 41'' Sul;60А 29' 25'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:46:59;"13,37 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 41'' Sul;60А 29' 22'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:44:58;"13,37 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 40'' Sul;60А 29' 19'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:43:00;"13,36 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 40'' Sul;60А 29' 17'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:40:59;"13,36 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 40'' Sul;60А 29' 16'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:38:58;"13,36 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 39'' Sul;60А 29' 14'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:36:57;"13,35 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 39'' Sul;60А 29' 13'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:51:45;;09/02/2024 06:34:57;"13,35 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 39'' Sul;60А 29' 12'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:34:00;"13,36 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 39'' Sul;60А 29' 12'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:32:35;;09/02/2024 06:31:59;"13,38 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 38'' Sul;60А 29' 12'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:29:58;"13,44 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 37'' Sul;60А 29' 12'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:28:01;"13,51 Km NNO De MANAQUIRI, AM, 3,0 Km/h";Ligada;03А 18' 34'' Sul;60А 29' 13'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:26:00;"13,61 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 31'' Sul;60А 29' 14'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:23:59;"13,70 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 28'' Sul;60А 29' 15'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:21:58;"13,71 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 28'' Sul;60А 29' 15'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:43:25;;09/02/2024 06:19:57;"13,74 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 27'' Sul;60А 29' 15'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:19:00;"13,73 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 27'' Sul;60А 29' 15'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:16:58;"13,74 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 27'' Sul;60А 29' 16'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:14:57;"13,74 Km NNO De MANAQUIRI, AM, 0,0 Km/h";Ligada;03А 18' 27'' Sul;60А 29' 17'' Oeste;;Ver no mapa;;0;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:13:00;"13,74 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 27'' Sul;60А 29' 17'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:10:59;"13,74 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 27'' Sul;60А 29' 15'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:08:58;"13,76 Km NNO De MANAQUIRI, AM, 3,0 Km/h";Ligada;03А 18' 26'' Sul;60А 29' 12'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:06:57;"13,76 Km NNO De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 25'' Sul;60А 29' 10'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:50:05;;09/02/2024 06:04:56;"13,75 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 25'' Sul;60А 29' 07'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:04:00;"13,74 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 25'' Sul;60А 29' 06'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:31:45;;09/02/2024 06:01:59;"13,72 Km NNO De MANAQUIRI, AM, 3,0 Km/h";Ligada;03А 18' 25'' Sul;60А 29' 05'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:28:25;;09/02/2024 05:59:58;"13,75 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 24'' Sul;60А 29' 03'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:30:55;;09/02/2024 05:59:58;"13,75 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 24'' Sul;60А 29' 03'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:28:25;;09/02/2024 05:58:01;"13,71 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 25'' Sul;60А 29' 02'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:28:25;;09/02/2024 05:56:00;"13,68 Km NNO De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 26'' Sul;60А 29' 00'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:27:35;;09/02/2024 05:53:58;"13,67 Km N De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 26'' Sul;60А 28' 59'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:27:35;;09/02/2024 05:51:57;"13,68 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 25'' Sul;60А 28' 56'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 09:33:25;;09/02/2024 05:49:56;"13,71 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 23'' Sul;60А 28' 51'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:27:35;;09/02/2024 05:48:59;"13,72 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 22'' Sul;60А 28' 49'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:26:45;;09/02/2024 05:46:57;"13,72 Km N De MANAQUIRI, AM, 5,0 Km/h";Ligada;03А 18' 22'' Sul;60А 28' 44'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:26:45;;09/02/2024 05:44:56;"13,76 Km N De MANAQUIRI, AM, 5,0 Km/h";Ligada;03А 18' 19'' Sul;60А 28' 39'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:23:25;;09/02/2024 05:44:56;"13,76 Km N De MANAQUIRI, AM, 5,0 Km/h";Ligada;03А 18' 19'' Sul;60А 28' 39'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:23:25;;09/02/2024 05:42:59;"13,75 Km N De MANAQUIRI, AM, 5,0 Km/h";Ligada;03А 18' 19'' Sul;60А 28' 34'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:23:25;;09/02/2024 05:40:58;"13,74 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 19'' Sul;60А 28' 30'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:23:25;;09/02/2024 05:38:57;"13,73 Km N De MANAQUIRI, AM, 3,0 Km/h";Ligada;03А 18' 19'' Sul;60А 28' 26'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:23:25;;09/02/2024 05:36:56;"13,76 Km N De MANAQUIRI, AM, 3,0 Km/h";Ligada;03А 18' 17'' Sul;60А 28' 22'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 07:40:55;;09/02/2024 05:34:56;"13,78 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 16'' Sul;60А 28' 17'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:23:25;;09/02/2024 05:34:00;"13,79 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 16'' Sul;60А 28' 15'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:19:15;;09/02/2024 05:34:00;"13,79 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 16'' Sul;60А 28' 15'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:19:15;;09/02/2024 05:31:59;"13,79 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 15'' Sul;60А 28' 11'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:19:15;;09/02/2024 05:29:58;"13,80 Km N De MANAQUIRI, AM, 4,0 Km/h";Ligada;03А 18' 14'' Sul;60А 28' 07'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:19:15;;09/02/2024 05:28:00;"13,80 Km N De MANAQUIRI, AM, 3,0 Km/h";Ligada;03А 18' 14'' Sul;60А 28' 03'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:19:15;;09/02/2024 05:25:59;"13,78 Km N De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 15'' Sul;60А 27' 59'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:18:25;;09/02/2024 05:23:58;"13,76 Km N De MANAQUIRI, AM, 2,0 Km/h";Ligada;03А 18' 15'' Sul;60А 27' 57'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:18:25;;09/02/2024 05:21:57;"13,76 Km N De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 15'' Sul;60А 27' 54'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 07:40:05;;09/02/2024 05:19:57;"13,76 Km N De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 15'' Sul;60А 27' 52'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:18:25;;09/02/2024 05:19:00;"13,75 Km N De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 15'' Sul;60А 27' 52'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:18:25;;09/02/2024 05:16:58;"13,72 Km N De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 16'' Sul;60А 27' 51'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;09/02/2024 10:18:25;;09/02/2024 05:14:57;"13,68 Km N De MANAQUIRI, AM, 1,0 Km/h";Ligada;03А 18' 17'' Sul;60А 27' 50'' Oeste;;Ver no mapa;;1;-;;;
